Character Name,Dialogue,lines
Hermione Granger,I hate it.  It's like he's here with us.,Hermione Granger: I hate it.  It's like he's here with us.
Harry Potter,That's why we're going to kill it.,Harry Potter: That's why we're going to kill it.
Harry Potter,Dissendium!,Harry Potter: Dissendium!
Hermione Granger,Incendio!,Hermione Granger: Incendio!
Harry Potter,Expulso!,Harry Potter: Expulso!
Hermione Granger,Confringo!,Hermione Granger: Confringo!
Ron Weasley,It's angry.,Ron Weasley: It's angry.
Hermione Granger,What're you doing?,Hermione Granger: What're you doing?
Harry Potter,We have to keep it safe until we can figure out how to destroy it.,Harry Potter: We have to keep it safe until we can figure out how to destroy it.
Hermione Granger,I can put it in my bag --,Hermione Granger: I can put it in my bag --
Harry Potter,No.,Harry Potter: No.
Voldemort,Who was he?  The thief?,Voldemort: Who was he?  The thief?
Mykew Gregorovitch,Just a boy!  Not of the village. It was he who took it.  I never saw it again.  I swear on my life.,Mykew Gregorovitch: Just a boy!  Not of the village. It was he who took it.  I never saw it again.  I swear on my life.
Voldemort,I believe you...,Voldemort: I believe you...
Hermione Granger,I thought it had stopped.,Hermione Granger: I thought it had stopped.
Hermione Granger,Tell me. What you saw.,Hermione Granger: Tell me. What you saw.
Harry Potter,He's found him.  Vol--,Harry Potter: He's found him.  Vol--
Harry Potter,You-Know-Who.  He's found Gregorovitch --,Harry Potter: You-Know-Who.  He's found Gregorovitch --
Hermione Granger,The wandmaker?,Hermione Granger: The wandmaker?
Harry Potter,Yes.  How'd you know?,Harry Potter: Yes.  How'd you know?
Hermione Granger,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?,Hermione Granger: Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?
Harry Potter,You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.,Harry Potter: You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.
Hermione Granger,Don't -- It... comforts him.,Hermione Granger: Don't -- It... comforts him.
Harry Potter,Well it sets my teeth on edge. What's he expecting to hear?  Good news?,Harry Potter: Well it sets my teeth on edge. What's he expecting to hear?  Good news?
Hermione Granger,I think he just hopes he doesn't hear bad news.  It gets him through the day.,Hermione Granger: I think he just hopes he doesn't hear bad news.  It gets him through the day.
Harry Potter,And what gets you through the day?,Harry Potter: And what gets you through the day?
Harry Potter,How long before he can travel?,Harry Potter: How long before he can travel?
Hermione Granger,I don't know.  It takes time.  I'm doing all I can.,Hermione Granger: I don't know.  It takes time.  I'm doing all I can.
Harry Potter,You're not doing enough.,Harry Potter: You're not doing enough.
Hermione Granger,Take it off.,Hermione Granger: Take it off.
Hermione Granger,Take it off.  Now.,Hermione Granger: Take it off.  Now.
Hermione Granger,Better?,Hermione Granger: Better?
Harry Potter,Loads.,Harry Potter: Loads.
Hermione Granger,It's cold.  Even though it's been lying against your skin for days.,Hermione Granger: It's cold.  Even though it's been lying against your skin for days.
Hermione Granger,We'll take turns.  Okay?,Hermione Granger: We'll take turns.  Okay?
Scabior,What's that?  That... smell?,Scabior: What's that?  That... smell?
Harry Potter,Snatchers.,Harry Potter: Snatchers.
Harry Potter,Good to know your enchantments work.,Harry Potter: Good to know your enchantments work.
Hermione Granger,He could smell it.  My perfume.,Hermione Granger: He could smell it.  My perfume.
Harry Potter,We have to leave.  We're not safe here.,Harry Potter: We have to leave.  We're not safe here.
Hermione Granger,I told you.  Ron's not strong enough to Apparate.,Hermione Granger: I told you.  Ron's not strong enough to Apparate.
Harry Potter,Then we'll go by foot.,Harry Potter: Then we'll go by foot.
Ron Weasley,I'm hungry.,Ron Weasley: I'm hungry.
Harry Potter,We're all hungry.,Harry Potter: We're all hungry.
Ron Weasley,Leave it.,Ron Weasley: Leave it.
Ron Weasley,Mum can make food appear out of thin air.,Ron Weasley: Mum can make food appear out of thin air.
Hermione Granger,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --,Hermione Granger: No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --
Ron Weasley,I said leave it.,Ron Weasley: I said leave it.
Harry Potter,It'll be dark soon.  We need to find a place to sleep.,Harry Potter: It'll be dark soon.  We need to find a place to sleep.
Hermione Granger,Good plan.,Hermione Granger: Good plan.
Harry Potter,My turn.,Harry Potter: My turn.
Hermione Granger,None of us do.,Hermione Granger: None of us do.
Ron Weasley,Wizards were here.,Ron Weasley: Wizards were here.
Hermione Granger,I don't like this place.,Hermione Granger: I don't like this place.
Hermione Granger,I want to go.,Hermione Granger: I want to go.
Hermione Granger,I'll tell you in a minute.,Hermione Granger: I'll tell you in a minute.
Harry Potter,Maybe you could tell me now.,Harry Potter: Maybe you could tell me now.
Hermione Granger,Alright.  The Sword of Gryffindor? It's Goblin made.,Hermione Granger: Alright.  The Sword of Gryffindor? It's Goblin made.
Harry Potter,Brilliant.,Harry Potter: Brilliant.
Hermione Granger,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.,Hermione Granger: You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.
Harry Potter,O-kay.,Harry Potter: O-kay.
Harry Potter,With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --,Harry Potter: With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --
Hermione Granger,Its blade is impregnated with basilisk venom.,Hermione Granger: Its blade is impregnated with basilisk venom.
Harry Potter,It only takes in that which makes it stronger...,Harry Potter: It only takes in that which makes it stronger...
Hermione Granger,Exactly!  Which means...,Hermione Granger: Exactly!  Which means...
Harry Potter,... it can destroy Horcruxes.,Harry Potter: ... it can destroy Horcruxes.
Hermione Granger,Which is why Dumbledore left it to you in his will.,Hermione Granger: Which is why Dumbledore left it to you in his will.
Harry Potter,There's only one problem...,Harry Potter: There's only one problem...
Ron Weasley,The sword was stolen.,Ron Weasley: The sword was stolen.
Harry Potter,What's the problem?,Harry Potter: What's the problem?
Hermione Granger,Ron...,Hermione Granger: Ron...
Harry Potter,I thought you knew what you signed up for.,Harry Potter: I thought you knew what you signed up for.
Harry Potter,I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?,Harry Potter: I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?
Hermione Granger,I didn't!  Not like that!  Harry -- I didn't!,Hermione Granger: I didn't!  Not like that!  Harry -- I didn't!
Harry Potter,You think I don't listen!  You think I don't know what it's like --,Harry Potter: You think I don't listen!  You think I don't know what it's like --
Hermione Granger,Stop!  Stop!,Hermione Granger: Stop!  Stop!
Harry Potter,Go then.  But leave that.,Harry Potter: Go then.  But leave that.
Ron Weasley,And you?,Ron Weasley: And you?
Hermione Granger,Me?,Hermione Granger: Me?
Ron Weasley,Are you staying?  Or coming?,Ron Weasley: Are you staying?  Or coming?
Hermione Granger,He's gone.,Hermione Granger: He's gone.
Harry Potter,Salvio Hexia... Protego Totalum...,Harry Potter: Salvio Hexia... Protego Totalum...
Hermione Granger,It's a Muggle station.,Hermione Granger: It's a Muggle station.
Harry Potter,You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.,Harry Potter: You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.
Hermione Granger,'I open at the close?',Hermione Granger: 'I open at the close?'
Harry Potter,What do you reckon it means?,Harry Potter: What do you reckon it means?
Hermione Granger,What d'you mean -- wearing it?,Hermione Granger: What d'you mean -- wearing it?
Harry Potter,Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.,Harry Potter: Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.
Hermione Granger,Why would someone have drawn it in a children's book?,Hermione Granger: Why would someone have drawn it in a children's book?
Hermione Granger,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.,Hermione Granger: And it's exactly where You-Know- Who will expect you to go. Because it means something to you.
Harry Potter,Tossed it at Neville once when he was snoring -- might've popped open.,Harry Potter: Tossed it at Neville once when he was snoring -- might've popped open.
Harry Potter,Hermione...,Harry Potter: Hermione...
Hermione Granger,Don't ever let me give you a haircut again.,Hermione Granger: Don't ever let me give you a haircut again.
Hermione Granger,I still think we should've used Polyjuice Potion.,Hermione Granger: I still think we should've used Polyjuice Potion.
Harry Potter,No.  This is where I was born. I'm not returning as someone else.,Harry Potter: No.  This is where I was born. I'm not returning as someone else.
Harry Potter,Do you think they'd be in there? My mum and dad?,Harry Potter: Do you think they'd be in there? My mum and dad?
Hermione Granger,Yeah. I think they would.,Hermione Granger: Yeah. I think they would.
Hermione Granger,Harry.,Hermione Granger: Harry.
Harry Potter,Is it -- ?,Harry Potter: Is it -- ?
Hermione Granger,No.  But look.,Hermione Granger: No.  But look.
Hermione Granger,Did you know he had a sister?,Hermione Granger: Did you know he had a sister?
Harry Potter,No.,Harry Potter: No.
Hermione Granger,Lumos.,Hermione Granger: Lumos.
Hermione Granger,Harry...,Hermione Granger: Harry...
Harry Potter,Yeah.,Harry Potter: Yeah.
Hermione Granger,Someone's watching us.  By the gate.,Hermione Granger: Someone's watching us.  By the gate.
Harry Potter,C'mon.,Harry Potter: C'mon.
Hermione Granger,I don't think this is a good idea.,Hermione Granger: I don't think this is a good idea.
Harry Potter,We look like ordinary Muggles.,Harry Potter: We look like ordinary Muggles.
Hermione Granger,Muggles who've just been laying flowers on your parents' grave.,Hermione Granger: Muggles who've just been laying flowers on your parents' grave.
Harry Potter,Relax.  This is right.  I know it.,Harry Potter: Relax.  This is right.  I know it.
Hermione Granger,Omigod.  Harry...,Hermione Granger: Omigod.  Harry...
Hermione Granger,There's something odd about her. And what's that smell?,Hermione Granger: There's something odd about her. And what's that smell?
Harry Potter,Here.  Let me do that.,Harry Potter: Here.  Let me do that.
Harry Potter,Miss Bagshot?  Who is this man?,Harry Potter: Miss Bagshot?  Who is this man?
Harry Potter,His name.  Can you tell me his name?,Harry Potter: His name.  Can you tell me his name?
Harry Potter,She wants us to go upstairs.,Harry Potter: She wants us to go upstairs.
Hermione Granger,All right...,Hermione Granger: All right...
Harry Potter,She wants me to go.  Alone.,Harry Potter: She wants me to go.  Alone.
Hermione Granger,Why?,Hermione Granger: Why?
Harry Potter,It's all right.  You stay here.,Harry Potter: It's all right.  You stay here.
Hermione Granger,Harry...,Hermione Granger: Harry...
Harry Potter,Lumos.,Harry Potter: Lumos.
Bathilda Bagshot,You are Potter?,Bathilda Bagshot: You are Potter?
Harry Potter,Yes.,Harry Potter: Yes.
Bathilda Bagshot,I have something for you...,Bathilda Bagshot: I have something for you...
Hermione Granger,Harry!,Hermione Granger: Harry!
Hermione Granger,Confringo!,Hermione Granger: Confringo!
Harry Potter,Yes.,Harry Potter: Yes.
Hermione Granger,Good.  That's good...,Hermione Granger: Good.  That's good...
Harry Potter,We got away.,Harry Potter: We got away.
Hermione Granger,Yes.,Hermione Granger: Yes.
Harry Potter,Are you alright?,Harry Potter: Are you alright?
Hermione Granger,I'm fine.  But you've been sick. Rest... Rest a bit more...,Hermione Granger: I'm fine.  But you've been sick. Rest... Rest a bit more...
Harry Potter,You've outdone yourself this time.,Harry Potter: You've outdone yourself this time.
Harry Potter,Where are they?,Harry Potter: Where are they?
Hermione Granger,Yes.,Hermione Granger: Yes.
Harry Potter,Well?,Harry Potter: Well?
Hermione Granger,For a time.,Hermione Granger: For a time.
Hermione Granger,Wizard rule over Muggles.,Hermione Granger: Wizard rule over Muggles.
Harry Potter,And Dumbledore believed in it?,Harry Potter: And Dumbledore believed in it?
Hermione Granger,Yes.,Hermione Granger: Yes.
Harry Potter,'For the Greater Good.'  What does that mean?,Harry Potter: 'For the Greater Good.'  What does that mean?
Harry Potter,Where's my wand?  I'll take the watch.,Harry Potter: Where's my wand?  I'll take the watch.
Harry Potter,Hermione.  Where's my wand?,Harry Potter: Hermione.  Where's my wand?
Harry Potter,It's done.,Harry Potter: It's done.
Hermione Granger,Maybe we can --,Hermione Granger: Maybe we can --
Harry Potter,It's done.,Harry Potter: It's done.
Harry Potter,Leave me yours.  You get back in the warm.  And give me that.,Harry Potter: Leave me yours.  You get back in the warm.  And give me that.
Harry Potter,No...,Harry Potter: No...
Harry Potter,Lumos! Accio Sword.,Harry Potter: Lumos! Accio Sword.
Harry Potter,Diffindo.,Harry Potter: Diffindo.
Harry Potter,Hermione...,Harry Potter: Hermione...
Ron Weasley,Are -- you -- mental?,Ron Weasley: Are -- you -- mental?
Harry Potter,It was you!,Harry Potter: It was you!
Harry Potter,And the doe.  That was you as well.,Harry Potter: And the doe.  That was you as well.
Ron Weasley,No.  I reckoned it was you.,Ron Weasley: No.  I reckoned it was you.
Harry Potter,My Patronus is a stag.,Harry Potter: My Patronus is a stag.
Ron Weasley,Right.  Antlers.,Ron Weasley: Right.  Antlers.
Harry Potter,You didn't see anyone else?,Harry Potter: You didn't see anyone else?
Ron Weasley,Anything?,Ron Weasley: Anything?
Harry Potter,See that?  It knows.  It's afraid. Do it.,Harry Potter: See that?  It knows.  It's afraid. Do it.
Harry Potter,All the more reason.,Harry Potter: All the more reason.
Ron Weasley,No.  I can't --,Ron Weasley: No.  I can't --
Harry Potter,Then why are you here?  Why did you come back?,Harry Potter: Then why are you here?  Why did you come back?
Harry Potter,On three.  One.  Two.  Three. Take me inside...,Harry Potter: On three.  One.  Two.  Three. Take me inside...
Voldemort,I have seen your heart and it is mine...,Voldemort: I have seen your heart and it is mine...
Harry Potter,Don't listen to it.,Harry Potter: Don't listen to it.
Harry Potter,Ron.  Don't listen to it!,Harry Potter: Ron.  Don't listen to it!
Harry Potter,Ron.  Stab it!,Harry Potter: Ron.  Stab it!
Harry Potter,Ron.  It lies!  Stab it!  STAB IT!,Harry Potter: Ron.  It lies!  Stab it!  STAB IT!
Harry Potter,Your mother confessed that she would have preferred me as a son...,Harry Potter: Your mother confessed that she would have preferred me as a son...
Ron Weasley,I'm sorry.  I'm sorry I left.,Ron Weasley: I'm sorry.  I'm sorry I left.
Harry Potter,You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux.,Harry Potter: You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux.
Ron Weasley,Saving your life.,Ron Weasley: Saving your life.
Harry Potter,That too.,Harry Potter: That too.
Ron Weasley,And just think of it.  Only three to go.,Ron Weasley: And just think of it.  Only three to go.
Harry Potter,Hermione!,Harry Potter: Hermione!
Hermione Granger,Everything all right?,Hermione Granger: Everything all right?
Harry Potter,Fine.  Actually... more than fine.,Harry Potter: Fine.  Actually... more than fine.
Ron Weasley,Hey.,Ron Weasley: Hey.
Ron Weasley,Wo -- hey -- ouch!,Ron Weasley: Wo -- hey -- ouch!
Harry Potter,Um... I don't know?,Harry Potter: Um... I don't know?
Ron Weasley,How come he's got your wand?,Ron Weasley: How come he's got your wand?
Hermione Granger,Never mind why he's got my wand --,Hermione Granger: Never mind why he's got my wand --
Hermione Granger,What is that?,Hermione Granger: What is that?
Hermione Granger,You destroyed it?,Hermione Granger: You destroyed it?
Harry Potter,It's a long story.,Harry Potter: It's a long story.
Hermione Granger,Don't think this changes anything.,Hermione Granger: Don't think this changes anything.
Hermione Granger,See me doing what things?,Hermione Granger: See me doing what things?
Hermione Granger,What happened out there?,Hermione Granger: What happened out there?
Harry Potter,It's a long story.,Harry Potter: It's a long story.
Harry Potter,Exactly how did you find us?,Harry Potter: Exactly how did you find us?
Ron Weasley,With this.,Ron Weasley: With this.
Harry Potter,It?,Harry Potter: It?
Ron Weasley,A voice.,Ron Weasley: A voice.
Hermione Granger,And what may I ask did I say?,Hermione Granger: And what may I ask did I say?
Ron Weasley,My name.  Just my name.  Like a whisper.,Ron Weasley: My name.  Just my name.  Like a whisper.
Ron Weasley,So I took this and I clicked it and this tiny ball of light appeared.  And I knew.,Ron Weasley: So I took this and I clicked it and this tiny ball of light appeared.  And I knew.
Harry Potter,Knew what?,Harry Potter: Knew what?
Ron Weasley,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,Ron Weasley: So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.
Ron Weasley,I've always liked it.  These flames Hermione makes.,Ron Weasley: I've always liked it.  These flames Hermione makes.
Ron Weasley,How long you reckon she'll stay mad at me?,Ron Weasley: How long you reckon she'll stay mad at me?
Harry Potter,Keep talking 'bout that little ball of light touching your heart -- she'll come round.,Harry Potter: Keep talking 'bout that little ball of light touching your heart -- she'll come round.
Ron Weasley,It was true.  Every word.,Ron Weasley: It was true.  Every word.
Harry Potter,Yeah...,Harry Potter: Yeah...
Harry Potter,Engorgio.,Harry Potter: Engorgio.
Ron Weasley,Wo.,Ron Weasley: Wo.
Harry Potter,Reducio!,Harry Potter: Reducio!
Hermione Granger,What's going on in there?,Hermione Granger: What's going on in there?
Harry Potter,Nothing.,Harry Potter: Nothing.
Ron Weasley,Nothing.,Ron Weasley: Nothing.
Hermione Granger,We need to talk.,Hermione Granger: We need to talk.
Ron Weasley,All right.,Ron Weasley: All right.
Hermione Granger,I want to go and see Xenophilius Lovegood.,Hermione Granger: I want to go and see Xenophilius Lovegood.
Harry Potter,Sorry?,Harry Potter: Sorry?
Hermione Granger,See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.,Hermione Granger: See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.
Hermione Granger,It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?,Hermione Granger: It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?
Harry Potter,Jesus.  It was there too.,Harry Potter: Jesus.  It was there too.
Hermione Granger,Where?,Hermione Granger: Where?
Harry Potter,Outside Gregorovitch's wand shop. on the alley wall...,Harry Potter: Outside Gregorovitch's wand shop. on the alley wall...
Ron Weasley,But what does it mean?,Ron Weasley: But what does it mean?
Ron Weasley,I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...,Ron Weasley: I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...
Hermione Granger,I'm always mad at him.,Hermione Granger: I'm always mad at him.
Ron Weasley,Luna?,Ron Weasley: Luna?
Harry Potter,Luna.,Harry Potter: Luna.
Hermione Granger,Luna.,Hermione Granger: Luna.
Ron Weasley,Keep off the dirigible plums.,Ron Weasley: Keep off the dirigible plums.
Xenophilius Lovegood,What is it? Who are you? What do you want --,Xenophilius Lovegood: What is it? Who are you? What do you want --
Xenophilius Lovegood,Excuse me.,Xenophilius Lovegood: Excuse me.
Ron Weasley,Aren't you the one who keeps telling everyone it's their first duty to help Harry?,Ron Weasley: Aren't you the one who keeps telling everyone it's their first duty to help Harry?
Harry Potter,What's going on here?,Harry Potter: What's going on here?
Hermione Granger,Do you see that?,Hermione Granger: Do you see that?
Hermione Granger,No!  Don't go near it!,Hermione Granger: No!  Don't go near it!
Hermione Granger,It's an Erumpent horn.  It's a Class B Tradeable Material.,Hermione Granger: It's an Erumpent horn.  It's a Class B Tradeable Material.
Xenophilius Lovegood,May I offer you all an infusion of Gurdyroots? We make it ourselves.,Xenophilius Lovegood: May I offer you all an infusion of Gurdyroots? We make it ourselves.
Xenophilius Lovegood,You mean this?,Xenophilius Lovegood: You mean this?
Harry Potter,The what?,Harry Potter: The what?
Ron Weasley,The what?,Ron Weasley: The what?
Hermione Granger,The what?,Hermione Granger: The what?
Xenophilius Lovegood,The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?',Xenophilius Lovegood: The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?'
Hermione Granger,Yes.,Hermione Granger: Yes.
Ron Weasley,Yes.,Ron Weasley: Yes.
Harry Potter,No.,Harry Potter: No.
Hermione Granger,It's in here.,Hermione Granger: It's in here.
Ron Weasley,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.,Ron Weasley: Midnight.  Mum always said midnight. But twilight's fine.  Better actually.
Harry Potter,Sorry... I still don't really understand...,Harry Potter: Sorry... I still don't really understand...
Xenophilius Lovegood,The Elder Wand...,Xenophilius Lovegood: The Elder Wand...
Xenophilius Lovegood,The Resurrection Stone...,Xenophilius Lovegood: The Resurrection Stone...
Xenophilius Lovegood,... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death.,Xenophilius Lovegood: ... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death.
Xenophilius Lovegood,Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story.,Xenophilius Lovegood: Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story.
Harry Potter,Which one would you choose if you could?  Of the Deathly Hallows?,Harry Potter: Which one would you choose if you could?  Of the Deathly Hallows?
Ron Weasley,The Wand.,Ron Weasley: The Wand.
Hermione Granger,The Cloak.,Hermione Granger: The Cloak.
Harry Potter,The Stone.,Harry Potter: The Stone.
Hermione Granger,Its owner grew drunk with power and was murdered.,Hermione Granger: Its owner grew drunk with power and was murdered.
Hermione Granger,But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.,Hermione Granger: But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.
Harry Potter,But I have one.  The Invisibility Cloak my father left me.,Harry Potter: But I have one.  The Invisibility Cloak my father left me.
Hermione Granger,There have always been Cloaks --,Hermione Granger: There have always been Cloaks --
Ron Weasley,Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.,Ron Weasley: Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.
Ron Weasley,You forgot the water.,Ron Weasley: You forgot the water.
Xenophilius Lovegood,The water?,Xenophilius Lovegood: The water?
Ron Weasley,For the tea.,Ron Weasley: For the tea.
Harry Potter,Sir?,Harry Potter: Sir?
Xenophilius Lovegood,Him.  Surely you call him You-Know- Who.  But his real name of course is... Voldemort.,Xenophilius Lovegood: Him.  Surely you call him You-Know- Who.  But his real name of course is... Voldemort.
Ron Weasley,Nooooooooo!,Ron Weasley: Nooooooooo!
Xenophilius Lovegood,Stop!  I've got him --,Xenophilius Lovegood: Stop!  I've got him --
Hermione Granger,Ron!  Harry!  Take my hand!,Hermione Granger: Ron!  Harry!  Take my hand!
Ron Weasley,That treacherous old bleeder!  Is there no one we can trust!,Ron Weasley: That treacherous old bleeder!  Is there no one we can trust!
Harry Potter,They've kidnapped Luna because he supported me.  He was just desperate.,Harry Potter: They've kidnapped Luna because he supported me.  He was just desperate.
Ron Weasley,I'll do the enchantments.,Ron Weasley: I'll do the enchantments.
Harry Potter,They exist.  The Hallows.,Harry Potter: They exist.  The Hallows.
Hermione Granger,What're you saying?,Hermione Granger: What're you saying?
Ron Weasley,Don't touch her!,Ron Weasley: Don't touch her!
Hermione Granger,Stop it!,Hermione Granger: Stop it!
Scabior,What's your name?,Scabior: What's your name?
Harry Potter,Dudely.  Vernon Dudley.,Harry Potter: Dudely.  Vernon Dudley.
Ron Weasley,Stan Shunpike.,Ron Weasley: Stan Shunpike.
Scabior,Like 'ell you are.  We know skinny Stan.  Try again.,Scabior: Like 'ell you are.  We know skinny Stan.  Try again.
Ron Weasley,Weasley... Barney Weasley.,Ron Weasley: Weasley... Barney Weasley.
Ron Weasley,Piss off!  Arthur Weasley's ten times the wizard you are!,Ron Weasley: Piss off!  Arthur Weasley's ten times the wizard you are!
Hermione Granger,Penelope Clearwater.  Half-blood.,Hermione Granger: Penelope Clearwater.  Half-blood.
Trolley witch,There's no Vernon Dudley on 'ere.,Trolley witch: There's no Vernon Dudley on 'ere.
Harry Potter,The list is wrong.  I told you who I am --,Harry Potter: The list is wrong.  I told you who I am --
Harry Potter,What did you put on me?,Harry Potter: What did you put on me?
Hermione Granger,A Stinging Jinx.,Hermione Granger: A Stinging Jinx.
Harry Potter,How long will it last?,Harry Potter: How long will it last?
Hermione Granger,Not long.,Hermione Granger: Not long.
Bellatrix Lestrange,Show me. Get Draco. Well?,Bellatrix Lestrange: Show me. Get Draco. Well?
Draco Malfoy,I can't be sure.,Draco Malfoy: I can't be sure.
Lucius Malfoy,You dare to talk to me like that in my own house?,Lucius Malfoy: You dare to talk to me like that in my own house?
Draco Malfoy,What's wrong with his face?,Draco Malfoy: What's wrong with his face?
Trolley witch,It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!,Trolley witch: It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!
Ron Weasley,What are we gonna do? We can't leave Hermione alone with her.,Ron Weasley: What are we gonna do? We can't leave Hermione alone with her.
Luna Lovegood,Ron? Harry?,Luna Lovegood: Ron? Harry?
Harry Potter,Luna?,Harry Potter: Luna?
Bellatrix Lestrange,That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!,Bellatrix Lestrange: That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!
Hermione Granger,I didn't take anything. Please. I didn't take anything.,Hermione Granger: I didn't take anything. Please. I didn't take anything.
Bellatrix Lestrange,I don't believe it.,Bellatrix Lestrange: I don't believe it.
Ron Weasley,We have to do something.,Ron Weasley: We have to do something.
Garrick Ollivander,There's no way out of here. We've tried everything. It's enchanted.,Garrick Ollivander: There's no way out of here. We've tried everything. It's enchanted.
Hermione Granger,Please! please!,Hermione Granger: Please! please!
Bellatrix Lestrange,Shut up!,Bellatrix Lestrange: Shut up!
Harry Potter,Help us.,Harry Potter: Help us.
Ron Weasley,Let her go.,Ron Weasley: Let her go.
Dobby,Aah!,Dobby: Aah!
Harry Potter,Dobby? What are you doing here?,Harry Potter: Dobby? What are you doing here?
Harry Potter,You can Apparate in and out of this room? Could you take us with you?,Harry Potter: You can Apparate in and out of this room? Could you take us with you?
Ron Weasley,Works for me.,Ron Weasley: Works for me.
Ron Weasley,Shell Cottage on the outskirts of Tinworth. Trust me.,Ron Weasley: Shell Cottage on the outskirts of Tinworth. Trust me.
Dobby,Sir? I like her very much. Meet me at the top of the stairs in 10 seconds.,Dobby: Sir? I like her very much. Meet me at the top of the stairs in 10 seconds.
Peter Pettigrew,Ow.,Peter Pettigrew: Ow.
Dobby,Who gets his wand?,Dobby: Who gets his wand?
Griphook,I don't know.,Griphook: I don't know.
Bellatrix Lestrange,You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?,Bellatrix Lestrange: You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?
Griphook,There is no place safer than Gringotts.,Griphook: There is no place safer than Gringotts.
Ron Weasley,Like hell.,Ron Weasley: Like hell.
Ron Weasley,Expellliarmus!,Ron Weasley: Expellliarmus!
Harry Potter,Stupefy.,Harry Potter: Stupefy.
Harry Potter,Stupefy!,Harry Potter: Stupefy!
Bellatrix Lestrange,Stupid elf. You could've killed me.,Bellatrix Lestrange: Stupid elf. You could've killed me.
Dobby,Dobby never meant to kill. Dobby only meant to maim or seriously injure.,Dobby: Dobby never meant to kill. Dobby only meant to maim or seriously injure.
